,Composer,Title,Measure,Beat,CadType,Tone,Evaded,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
34,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,5,1.0,Clausula Vera,G,True,1.0,G3,P1,P1,0.04040404040404041,32.0,44.0,,
35,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,10,3.0,Clausula Vera,G,False,1.0,G3,P1,P1,0.09595959595959595,44.0,40.0,,
36,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,15,3.0,Clausula Vera,C,True,1.0,C3,-P5,-P5,0.14646464646464646,40.0,44.0,,
37,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,21,1.0,Clausula Vera,G,False,1.0,G3,P1,P1,0.20202020202020202,44.0,76.0,,
38,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,30,3.0,Authentic,G,False,0.0,G3,P1,P1,0.29797979797979796,76.0,12.0,,
39,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,32,1.0,Authentic,D,False,1.0,D3,-P4,-P4,0.31313131313131315,12.0,24.0,,
40,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,35,1.0,Phrygian,E,False,1.0,E3,-m3,-m3,0.3434343434343434,24.0,26.0,,
41,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,38,2.0,,,,,G3,P1,,0.37626262626262624,26.0,102.0,,
42,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,50,1.0,Authentic,G,False,0.0,G3,P1,P1,0.5050505050505051,102.0,12.0,,
43,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,51,3.0,Clausula Vera,C,True,1.0,F3,-M2,-P5,0.5202020202020202,12.0,20.0,,
44,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,54,1.0,Clausula Vera,G,True,1.0,G3,P1,P1,0.5454545454545454,20.0,32.0,,
45,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,58,1.0,Clausula Vera,C,False,1.0,C4,P4,-P5,0.5858585858585859,32.0,36.0,,
46,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,62,3.0,Authentic,,True,-1.0,C3,-P5,,0.6313131313131313,36.0,16.0,,
47,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,64,3.0,Authentic,G,False,1.0,G3,P1,P1,0.6515151515151515,16.0,28.0,,
48,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,68,1.0,Clausula Vera,A,False,1.0,A3,M2,M2,0.6868686868686869,28.0,24.0,,
49,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,71,1.0,Authentic,D,False,1.0,D3,-P4,-P4,0.7171717171717171,24.0,44.0,,
50,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,76,3.0,Clausula Vera,G,False,1.0,G3,P1,P1,0.7727272727272727,44.0,12.0,,
51,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,78,1.0,Clausula Vera,C,False,1.0,A4,M9,-P5,0.7878787878787878,12.0,40.0,,
52,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,83,1.0,Authentic,F,False,1.0,F3,-M2,-M2,0.8383838383838383,40.0,48.0,,
53,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,89,1.0,Clausula Vera,A,False,0.0,A3,M2,M2,0.898989898989899,48.0,80.0,,
54,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,99,1.0,Authentic,G,False,1.0,G3,P1,P1,1.0,80.0,16.0,,
55,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,7,1.0,Clausula Vera,G,True,1.0,G3,P1,P1,0.03896103896103896,48.0,84.0,,
56,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,17,3.0,Clausula Vera,G,False,1.0,G3,P1,P1,0.10714285714285714,84.0,24.0,,
57,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,20,3.0,Clausula Vera,C,False,1.0,C4,P4,-P5,0.1266233766233766,24.0,40.0,,
58,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,25,3.0,Clausula Vera,A,False,1.0,A3,M2,M2,0.1590909090909091,40.0,28.0,,
59,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,29,1.0,Clausula Vera,A,True,1.0,F4,m7,M2,0.18181818181818182,28.0,56.0,,
60,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,36,1.0,Authentic,C,False,1.0,C3,-P5,-P5,0.22727272727272727,56.0,128.0,,
61,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,52,1.0,Authentic,G,False,1.0,G3,P1,P1,0.33116883116883117,128.0,56.0,,
62,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,59,1.0,Authentic,,True,-1.0,C3,-P5,,0.37662337662337664,56.0,32.0,,
63,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,63,1.0,Authentic,A,True,1.0,F3,-M2,M2,0.4025974025974026,32.0,16.0,,
64,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,65,1.0,Altizans Only,G,False,1.0,C3,-P5,P1,0.4155844155844156,16.0,64.0,,
65,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,72,1.0,Authentic,G,True,1.0,E4,M6,P1,0.4675324675324675,64.0,24.0,,
66,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,75,1.0,Clausula Vera,C,False,1.0,C3,-P5,-P5,0.487012987012987,24.0,24.0,,
67,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,78,1.0,Authentic,G,False,1.0,G3,P1,P1,0.5064935064935064,24.0,100.0,,
68,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,90,3.0,,D,,,D4,P5,-P4,0.5876623376623377,100.0,76.0,,
69,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,100,1.0,Authentic,C,False,1.0,C3,-P5,-P5,0.6493506493506493,76.0,60.0,,
70,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,107,3.0,,C,,,A3,M2,-P5,0.698051948051948,60.0,24.0,,
71,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,110,3.0,Clausula Vera,D,False,1.0,D3,-P4,-P4,0.7175324675324676,24.0,28.0,,
72,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,114,1.0,Clausula Vera,A,True,1.0,A3,M2,M2,0.7402597402597403,28.0,64.0,,
73,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,122,1.0,Clausula Vera,C,False,1.0,C3,-P5,-P5,0.7922077922077922,64.0,48.0,,
74,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,128,1.0,Authentic,C,False,1.0,C4,P4,-P5,0.8311688311688312,48.0,82.0,,
75,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,138,2.0,Authentic,C,True,1.0,E3,-m3,-P5,0.8977272727272727,82.0,30.0,,
76,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,142,1.0,Authentic,A,False,1.0,A3,M2,M2,0.922077922077922,30.0,52.0,,
77,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,148,3.0,Authentic,C,True,1.0,A3,M2,-P5,0.9642857142857143,52.0,44.0,,
78,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,154,1.0,Authentic,G,False,1.0,G3,P1,P1,1.0,44.0,16.0,,
79,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,4,1.0,Clausula Vera,C,True,1.0,C4,m6,-P5,0.023076923076923078,24.0,16.0,,
80,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,6,1.0,Authentic,C,True,1.0,A3,P4,-P5,0.038461538461538464,16.0,36.0,,
81,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,10,3.0,Authentic,G,True,1.0,E4,P8,P1,0.07307692307692308,36.0,68.0,,
82,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,19,1.0,Clausula Vera,C,True,1.0,C4,m6,-P5,0.13846153846153847,68.0,64.0,,
83,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,27,1.0,Authentic,G,False,1.0,G3,m3,P1,0.2,64.0,52.0,,
84,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,32,3.0,Clausula Vera,A,False,1.0,A3,P4,M2,0.25,52.0,36.0,,
85,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,37,1.0,Authentic,,True,-1.0,D3,-M2,,0.2846153846153846,36.0,12.0,,
86,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,38,3.0,Clausula Vera,A,False,0.0,A3,P4,M2,0.29615384615384616,12.0,60.0,,
87,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,46,1.0,,D,,,F3,m2,-P4,0.35384615384615387,60.0,8.0,,
88,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,47,1.0,,D,,,D4,m7,-P4,0.36153846153846153,8.0,28.0,,
89,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,50,3.0,Clausula Vera,C,True,1.0,C4,m6,-P5,0.38846153846153847,28.0,28.0,,
90,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,54,1.0,,D,,,G3,m3,-P4,0.4153846153846154,28.0,24.0,,
91,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,57,1.0,Authentic,G,True,1.0,E3,P1,P1,0.43846153846153846,24.0,600.0,,
92,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,7,1.0,Authentic,G,True,1.0,E4,M6,P1,0.08450704225352113,48.0,80.0,,
93,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,17,1.0,,C,,,C4,P4,-P5,0.22535211267605634,80.0,24.0,,
94,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,20,1.0,Clausula Vera,C,True,1.0,C4,P4,-P5,0.2676056338028169,24.0,28.0,,
95,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,23,3.0,Clausula Vera,C,True,1.0,C3,-P5,-P5,0.31690140845070425,28.0,20.0,,
96,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,26,1.0,Clausula Vera,A,False,1.0,A3,M2,M2,0.352112676056338,20.0,16.0,,
97,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,28,1.0,Clausula Vera,D,False,1.0,D3,-P4,-P4,0.38028169014084506,16.0,48.0,,
98,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,34,1.0,Authentic,G,False,1.0,G3,P1,P1,0.4647887323943662,48.0,44.0,,
99,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,38,3.0,Clausula Vera,G,True,1.0,G3,P1,P1,0.5422535211267606,44.0,32.0,,
100,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,42,3.0,Clausula Vera,G,False,0.0,E3,-m3,P1,0.5985915492957746,32.0,24.0,,
101,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,45,3.0,,G,,,G3,P1,P1,0.6408450704225352,24.0,12.0,,
102,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,47,1.0,Clausula Vera,C,False,1.0,C4,P4,-P5,0.6619718309859155,12.0,12.0,,
103,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,48,3.0,,G,,,G3,P1,P1,0.6830985915492958,12.0,24.0,,
104,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,51,3.0,Clausula Vera,,True,-1.0,F3,-M2,,0.7253521126760564,24.0,40.0,,
105,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,56,3.0,,A,,,F3,-M2,M2,0.795774647887324,40.0,4.0,,
106,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,57,1.0,Phrygian,E,False,1.0,E3,-m3,-m3,0.8028169014084507,4.0,4.0,,
107,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,57,3.0,Authentic,A,False,0.0,A3,M2,M2,0.8098591549295775,4.0,12.0,,
108,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,59,1.0,,G,,,E4,M6,P1,0.8309859154929577,12.0,12.0,,
109,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,60,3.0,Clausula Vera,A,False,0.0,F3,-M2,M2,0.852112676056338,12.0,12.0,,
110,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,62,1.0,,G,,,E3,-m3,P1,0.8732394366197183,12.0,4.0,,
111,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,62,3.0,Clausula Vera,D,False,0.0,D3,-P4,-P4,0.8802816901408451,4.0,24.0,,
112,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,65,3.0,Clausula Vera,D,False,0.0,D3,-P4,-P4,0.9225352112676056,24.0,8.0,,
113,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,66,3.0,Authentic,D,False,0.0,D3,-P4,-P4,0.9366197183098591,8.0,12.0,,
114,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Agnus Dei,68,1.0,Authentic,G,False,1.0,G3,P1,P1,0.9577464788732394,12.0,40.0,,
